XQJ,FW,TKZWHDW,BH,SZDL,ZDMC,JDB,XZQ,ZPWHDW
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B03FAD9E050007F010083AC",深汕公路,同乐汽车站,龙岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B04FAD9E050007F010083AC",深汕公路,同乐汽车站,龙岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,"600979227B05FAD9E050007F010083AC",宝龙一路,科陆工业园,龙岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司,"600979227B06FAD9E050007F010083AC",宝龙一路,科陆工业园,龙岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B07FAD9E050007F010083AC",环城南路,五园小学北,坂田,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B08FAD9E050007F010083AC",环城南路,五园小学北,坂田,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,"600979227B09FAD9E050007F010083AC",-,坂雪岗大道路口,坂田,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市蓝奥广告有限公司,"600979227B0AFAD9E050007F010083AC",永香路,环城路路口,坂田,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B0BFAD9E050007F010083AC",永香路,环城路路口,坂田,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B0CFAD9E050007F010083AC",-,坂雪岗大道路口,坂田,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B0DFAD9E050007F010083AC",永香西路,阳光湾畔,坂田,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,"600979227B0EFAD9E050007F010083AC",永香西路,阳光湾畔,坂田,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B0FFAD9E050007F010083AC",永香路,虎山路口,坂田,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,"600979227B10FAD9E050007F010083AC",南联路,南联新一佳（M307）,龙岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司,"600979227B11FAD9E050007F010083AC",南联路,南联新一佳（M307）,龙岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司,"600979227B12FAD9E050007F010083AC",吉祥路,华业玫瑰郡,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,"600979227B13FAD9E050007F010083AC",吉祥路,华业玫瑰郡,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B14FAD9E050007F010083AC",龙腾路,国际低碳城,坪地,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B15FAD9E050007F010083AC",龙腾路,国际低碳城,坪地,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,"600979227B16FAD9E050007F010083AC",彩姿南路,上木古村委,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司,"600979227B17FAD9E050007F010083AC",新河五巷,上木古村委,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B18FAD9E050007F010083AC",新河路,金联兴电子厂,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B19FAD9E050007F010083AC",彩姿南路,兴万佳华百货,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B1AFAD9E050007F010083AC",彩姿南路,兴万佳华百货,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B1BFAD9E050007F010083AC",新河路,鸿佳百货,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司,"600979227B1CFAD9E050007F010083AC",新河路,豪璟达工业区,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,"600979227B1DFAD9E050007F010083AC",新河路,豪璟达工业区,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B1EFAD9E050007F010083AC",五联一路,百富城四区,龙岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,"600979227B1FFAD9E050007F010083AC",宸和路,六约文体广场,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,-,"600979227B20FAD9E050007F010083AC",无名路,鸿威的森林,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B21FAD9E050007F010083AC",富民路,楼吓村球场,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B22FAD9E050007F010083AC",富民路,楼吓村球场,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B23FAD9E050007F010083AC",富民路,龙西路口,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B24FAD9E050007F010083AC",富民路,龙西路口,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B25FAD9E050007F010083AC",吉祥二路,香园新村,坪地,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B26FAD9E050007F010083AC",吉祥二路,香园新村,坪地,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B27FAD9E050007F010083AC",爱新路,爱新小区,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B28FAD9E050007F010083AC",爱新路,爱新小区,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,"600979227B29FAD9E050007F010083AC",杉坑内环路,杉坑工业区,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司,"600979227B2AFAD9E050007F010083AC",杉坑内环路,杉坑工业区,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,"600979227B2BFAD9E050007F010083AC",杉坑内环路,鑫源隆厂,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司,"600979227B2CFAD9E050007F010083AC",杉坑内环路,鑫源隆厂,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B2DFAD9E050007F010083AC",新河路,鸿佳百货,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B2EFAD9E050007F010083AC",新河路,金联兴电子厂,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司,"600979227B2FFAD9E050007F010083AC",-,横岗书城,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,"600979227B30FAD9E050007F010083AC",-,横岗书城,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,"600979227B31FAD9E050007F010083AC",富利时路,横岗新城汇,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B32FAD9E050007F010083AC",富利时路,横岗新城汇,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司,"600979227B33FAD9E050007F010083AC",富利时路,富利时路中,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,"600979227B34FAD9E050007F010083AC",富利时路,富利时路中,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,"600979227B35FAD9E050007F010083AC",四联路,丰收城百货,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B36FAD9E050007F010083AC",四联路,丰收城百货,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司,"600979227B37FAD9E050007F010083AC",排榜路,第九回收站,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,"600979227B38FAD9E050007F010083AC",排榜路,第九回收站,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B39FAD9E050007F010083AC",兴旺路,排榜新村,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,"600979227B3AFAD9E050007F010083AC",兴旺路,排榜新村,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,"600979227B3BFAD9E050007F010083AC",兴旺路,伟景堂药业,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B3CFAD9E050007F010083AC",兴旺路,嘉联商业街,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,"600979227B3DFAD9E050007F010083AC",兴旺路,嘉联商业街,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,"600979227B3EFAD9E050007F010083AC",沙荷路,三角龙,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B3FFAD9E050007F010083AC",沙荷路,三角龙,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,"600979227B40FAD9E050007F010083AC",沙荷路,东满莱商业城,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,"600979227B41FAD9E050007F010083AC",沙荷路,龙兴路口,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B42FAD9E050007F010083AC",沙荷路,龙兴路口,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B43FAD9E050007F010083AC",沙荷路,东满莱商业城,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,"600979227B44FAD9E050007F010083AC",沙荷路,龙村路口,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,"600979227B45FAD9E050007F010083AC",沙荷路,园湖路口,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司,"600979227B46FAD9E050007F010083AC",沙荷路,吉溪村,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,"600979227B47FAD9E050007F010083AC",沙荷路,吉溪村,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司,"600979227B48FAD9E050007F010083AC",沙荷路,园湖路口,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B49FAD9E050007F010083AC",沙荷路,嶂背二村西,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B4AFAD9E050007F010083AC",沙荷路,振业峦山谷,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B4BFAD9E050007F010083AC",沙荷路,振业峦山谷,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B4CFAD9E050007F010083AC",沙荷路,嶂背二村西,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B4DFAD9E050007F010083AC",看守所路,看守所,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,"600979227B4EFAD9E050007F010083AC",飞扬路,华中师大附中,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司,"600979227B4FFAD9E050007F010083AC",飞扬路,华中师大附中,龙城,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,"600979227B50FAD9E050007F010083AC",沙荷路,龙村路口,横岗,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B51FAD9E050007F010083AC",无名路,综合市场,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B52FAD9E050007F010083AC",无名路,综合市场,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司,"600979227B53FAD9E050007F010083AC",富裕路,富嘉百货,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,"600979227B54FAD9E050007F010083AC",富裕路,富嘉百货,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B55FAD9E050007F010083AC",富裕路,菲弥特,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B56FAD9E050007F010083AC",嘉湖路,菲弥特,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B57FAD9E050007F010083AC",嘉湖路,建保精密,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B58FAD9E050007F010083AC",无名路,建保精密,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,"600979227B59FAD9E050007F010083AC",立新街,环山路口,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司,"600979227B5AFAD9E050007F010083AC",立新街,环山路口,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,"600979227B5BFAD9E050007F010083AC",立新街,辅城坳老村委,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,"600979227B5CFAD9E050007F010083AC",立新街,辅城坳老村委,平湖,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,-,"600979227B5DFAD9E050007F010083AC",湖东路,南岭花园总站,南湾,龙岗,深圳市海波广告有限公司
